"journal_id","account_code","account_name","date","entity_id","entity_name","region","country","currency","fs_subclass","category","normal_balance","financial_statement","debit","credit","amount","display_amount","description","entry_type"
"",1000,Cash and Bank,"2025-07-12 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4787.21,0.0,4787.21,4787.2099609375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-10 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4787.21,-4787.21,4787.2099609375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-14 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,3489.45,0.0,3489.45,3489.449951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-20 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3489.45,-3489.45,3489.449951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-23 0:00",E101,Global Tech - HQ,North America,United States,USD,Current Assets,Asset,Debit,Balance Sheet,4547.47,0.0,4547.47,4547.47021484375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-09 0:00",E101,Global Tech - HQ,North America,United States,USD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4547.47,-4547.47,4547.47021484375,Revenue,Regular
"",6600,Depreciation Expense,"2025-07-28 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Expenses,Expense,Debit,Income Statement,8333.33,0.0,8333.33,8333.330078125,Depreciation Expense,Regular
"",1850,Accumulated Depreciation,"2025-07-28 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Non-Current Assets,Asset,Credit,Balance Sheet,0.0,8333.33,-8333.33,-8333.330078125,Accrue Depreciation,Regular
"",1000,Cash and Bank,"2025-07-07 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2822.29,0.0,2822.29,2822.2900390625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2822.29,-2822.29,2822.2900390625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-02 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4939.68,0.0,4939.68,4939.68017578125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4939.68,-4939.68,4939.68017578125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-06 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4157.15,0.0,4157.15,4157.14990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4157.15,-4157.15,4157.14990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-21 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4963.42,0.0,4963.42,4963.419921875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-12 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4963.42,-4963.42,4963.419921875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-21 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1142.2,0.0,1142.2,1142.199951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1142.2,-1142.2,1142.199951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-24 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1815.74,0.0,1815.74,1815.739990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-18 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1815.74,-1815.74,1815.739990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-19 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4951.38,0.0,4951.38,4951.3798828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-12 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4951.38,-4951.38,4951.3798828125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-16 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4919.61,0.0,4919.61,4919.60986328125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-23 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4919.61,-4919.61,4919.60986328125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1171.93,0.0,1171.93,1171.9300537109375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-27 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1171.93,-1171.93,1171.9300537109375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-06 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3555.46,0.0,3555.46,3555.4599609375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-15 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3555.46,-3555.46,3555.4599609375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-08 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2493.52,0.0,2493.52,2493.52001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-05 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2493.52,-2493.52,2493.52001953125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-13 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4459.57,0.0,4459.57,4459.56982421875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-10 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4459.57,-4459.57,4459.56982421875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4929.71,0.0,4929.71,4929.7099609375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-11 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4929.71,-4929.71,4929.7099609375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-08 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2728.86,0.0,2728.86,2728.860107421875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-25 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2728.86,-2728.86,2728.860107421875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-22 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2962.98,0.0,2962.98,2962.97998046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-27 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2962.98,-2962.98,2962.97998046875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-20 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3069.85,0.0,3069.85,3069.85009765625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-25 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3069.85,-3069.85,3069.85009765625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4763.21,0.0,4763.21,4763.2099609375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-02 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4763.21,-4763.21,4763.2099609375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2169.99,0.0,2169.99,2169.989990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-23 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2169.99,-2169.99,2169.989990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-27 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4559.26,0.0,4559.26,4559.259765625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-02 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4559.26,-4559.26,4559.259765625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-06 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3367.09,0.0,3367.09,3367.090087890625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-11 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3367.09,-3367.09,3367.090087890625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-03 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4164.92,0.0,4164.92,4164.919921875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-08 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4164.92,-4164.92,4164.919921875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-05 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1080.17,0.0,1080.17,1080.1700439453125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-15 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1080.17,-1080.17,1080.1700439453125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-15 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1004.21,0.0,1004.21,1004.2100219726562,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-20 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1004.21,-1004.21,1004.2100219726562,Revenue,Regular
"",1000,Cash and Bank,"2025-07-26 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1986.0,0.0,1986.0,1986.0,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-18 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1986.0,-1986.0,1986.0,Revenue,Regular
"",1000,Cash and Bank,"2025-07-24 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1445.79,0.0,1445.79,1445.7900390625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-15 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1445.79,-1445.79,1445.7900390625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-14 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1206.44,0.0,1206.44,1206.43994140625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-25 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1206.44,-1206.44,1206.43994140625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-12 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1220.41,0.0,1220.41,1220.4100341796875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1220.41,-1220.41,1220.4100341796875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-06 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3539.2,0.0,3539.2,3539.199951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-22 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3539.2,-3539.2,3539.199951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-19 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4354.07,0.0,4354.07,4354.06982421875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-10 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4354.07,-4354.07,4354.06982421875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-18 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3483.7,0.0,3483.7,3483.699951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-11 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3483.7,-3483.7,3483.699951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-06 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3680.54,0.0,3680.54,3680.5400390625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-27 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3680.54,-3680.54,3680.5400390625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3321.56,0.0,3321.56,3321.56005859375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-07 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3321.56,-3321.56,3321.56005859375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-27 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4828.35,0.0,4828.35,4828.35009765625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-24 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4828.35,-4828.35,4828.35009765625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-02 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1041.58,0.0,1041.58,1041.5799560546875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1041.58,-1041.58,1041.5799560546875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-13 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2202.15,0.0,2202.15,2202.14990234375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-27 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2202.15,-2202.15,2202.14990234375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-06 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2781.46,0.0,2781.46,2781.4599609375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-02 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2781.46,-2781.46,2781.4599609375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-06 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1145.09,0.0,1145.09,1145.0899658203125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-23 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1145.09,-1145.09,1145.0899658203125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-20 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1675.42,0.0,1675.42,1675.4200439453125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-05 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1675.42,-1675.42,1675.4200439453125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-18 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4730.95,0.0,4730.95,4730.9501953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-26 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4730.95,-4730.95,4730.9501953125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3065.23,0.0,3065.23,3065.22998046875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-09 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3065.23,-3065.23,3065.22998046875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-09 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3141.44,0.0,3141.44,3141.43994140625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-05 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3141.44,-3141.44,3141.43994140625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-16 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3528.5,0.0,3528.5,3528.5,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-22 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3528.5,-3528.5,3528.5,Revenue,Regular
"",1000,Cash and Bank,"2025-07-20 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,1544.2,0.0,1544.2,1544.199951171875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-23 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,1544.2,-1544.2,1544.199951171875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-13 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3267.09,0.0,3267.09,3267.090087890625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3267.09,-3267.09,3267.090087890625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-18 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3288.77,0.0,3288.77,3288.77001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-25 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3288.77,-3288.77,3288.77001953125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-18 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4973.89,0.0,4973.89,4973.89013671875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-12 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4973.89,-4973.89,4973.89013671875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-01 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,2231.53,0.0,2231.53,2231.530029296875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-04 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,2231.53,-2231.53,2231.530029296875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-26 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3896.61,0.0,3896.61,3896.610107421875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-15 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3896.61,-3896.61,3896.610107421875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-23 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,3612.93,0.0,3612.93,3612.929931640625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-25 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,3612.93,-3612.93,3612.929931640625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-22 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Current Assets,Asset,Debit,Balance Sheet,4888.82,0.0,4888.82,4888.81982421875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-16 0:00",E202,Global Tech - Canada,North America,Canada,CAD,Operating Revenue,Revenue,Credit,Income Statement,0.0,4888.82,-4888.82,4888.81982421875,Revenue,Regular
"",6600,Depreciation Expense,"2025-07-28 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Expenses,Expense,Debit,Income Statement,8333.33,0.0,8333.33,8333.330078125,Depreciation Expense,Regular
"",1850,Accumulated Depreciation,"2025-07-28 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Non-Current Assets,Asset,Credit,Balance Sheet,0.0,8333.33,-8333.33,-8333.330078125,Accrue Depreciation,Regular
"",1000,Cash and Bank,"2025-07-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4291.11,0.0,4291.11,4291.10986328125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-02 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4291.11,-4291.11,4291.10986328125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3629.38,0.0,3629.38,3629.3798828125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-13 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3629.38,-3629.38,3629.3798828125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-07 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3320.25,0.0,3320.25,3320.25,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-03 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3320.25,-3320.25,3320.25,Revenue,Regular
"",1000,Cash and Bank,"2025-07-11 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1533.5,0.0,1533.5,1533.5,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-27 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1533.5,-1533.5,1533.5,Revenue,Regular
"",1000,Cash and Bank,"2025-07-12 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2095.47,0.0,2095.47,2095.469970703125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2095.47,-2095.47,2095.469970703125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-04 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3413.52,0.0,3413.52,3413.52001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-03 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3413.52,-3413.52,3413.52001953125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-19 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1386.58,0.0,1386.58,1386.5799560546875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-27 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1386.58,-1386.58,1386.5799560546875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-16 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,3183.36,0.0,3183.36,3183.360107421875,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-27 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,3183.36,-3183.36,3183.360107421875,Revenue,Regular
"",1000,Cash and Bank,"2025-07-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,1477.17,0.0,1477.17,1477.1700439453125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-22 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,1477.17,-1477.17,1477.1700439453125,Revenue,Regular
"",1000,Cash and Bank,"2025-07-01 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2552.43,0.0,2552.43,2552.429931640625,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-14 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2552.43,-2552.43,2552.429931640625,Revenue,Regular
"",1000,Cash and Bank,"2025-07-16 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,2393.46,0.0,2393.46,2393.4599609375,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-20 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,2393.46,-2393.46,2393.4599609375,Revenue,Regular
"",1000,Cash and Bank,"2025-07-08 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Current Assets,Asset,Debit,Balance Sheet,4566.02,0.0,4566.02,4566.02001953125,Sale,Regular
"",4000,Product Sales Revenue,"2025-07-18 0:00",E303,Global Tech - Germany,Europe,Germany,EUR,Operating Revenue,Revenue,Credit,Income Statement,0.0,4566.02,-4566.02,4566.02001953125,Revenue,Regular
